,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY
5430,0,05JUN65,34,1,10.0,79445.0,Yes,0.0,z_No,z_F,PhD,Lawyer,36,Private,12840,1,z_SUV,no,0,0,Yes,3,5664,7.0,Highly Urban/ Urban
5431,0,06AUG42,57,0,9.0,162519.0,No,0.0,z_No,z_F,PhD,Doctor,25,Private,23450,4,Minivan,no,8044,3,No,2,6761,14.0,Highly Urban/ Urban
5435,0,08OCT68,31,1,11.0,64365.0,No,113151.5,Yes,M,Masters,Manager,23,Commercial,4900,3,Pickup,yes,6156,1,No,0,6217,16.0,Highly Urban/ Urban
5438,0,14JUN67,32,1,12.0,72030.66344778254,Yes,0.0,z_No,M,Masters,z_Blue Collar,37,Private,9060,10,Pickup,yes,0,0,No,0,2956,15.0,Highly Urban/ Urban
5440,0,19AUG43,56,0,9.0,36635.0,No,132567.0,Yes,z_F,z_High School,Clerical,16,Private,5160,6,z_SUV,no,24822,3,Yes,4,5201,11.0,Highly Urban/ Urban
5441,0,20DEC64,35,1,0.0,0.0,Yes,0.0,z_No,M,z_High School,Student,32,Commercial,11910,4,Pickup,no,2361,3,No,4,4568,1.0,Highly Urban/ Urban
5444,0,15JUN59,40,0,11.0,59822.0,No,171876.0,Yes,z_F,z_High School,z_Blue Collar,51,Commercial,18110,1,Minivan,no,7769,3,No,4,3751,1.0,Highly Urban/ Urban
5453,0,13OCT58,41,3,2.0,33667.89347536618,No,139729.0,Yes,z_F,z_High School,Clerical,48,Private,11780,4,Sports Car,no,16948,4,Yes,2,1886,1.0,Highly Urban/ Urban
5454,1,30OCT56,43,2,0.0,0.0,No,94377.0,Yes,z_F,z_High School,Home Maker,47,Private,11190,4,z_SUV,no,0,0,No,0,1463,7.0,Highly Urban/ Urban
5459,0,10APR51,48,0,12.0,144922.0,No,0.0,z_No,M,Masters,z_Blue Collar,31,Commercial,6300,1,Pickup,no,0,0,Yes,0,2702,20.0,Highly Urban/ Urban
5470,1,01JAN55,44,3,16.0,119998.0,No,331683.0,Yes,M,PhD,z_Blue Collar,34,Commercial,5900,10,Pickup,yes,0,0,No,2,4537,11.0,Highly Urban/ Urban
5471,0,16APR57,42,1,12.0,98515.0,Yes,289187.0,z_No,z_F,Masters,Lawyer,22,Private,15990,1,z_SUV,no,4208,1,No,4,23910,17.0,Highly Urban/ Urban
5482,1,26MAY63,36,2,12.0,131090.0,Yes,360638.0,z_No,M,Bachelors,z_Blue Collar,29,Commercial,32430,1,Panel Truck,yes,6514,4,No,9,60847,9.0,Highly Urban/ Urban
5487,1,18MAY55,44,2,8.0,42408.0,Yes,113151.5,z_No,M,Bachelors,Professional,43,Commercial,6400,13,Pickup,yes,0,0,No,1,5125,9.0,Highly Urban/ Urban
5491,0,12MAY60,39,0,7.0,23551.0,No,0.0,z_No,M,z_High School,Clerical,39,Commercial,9200,10,Pickup,yes,6632,3,No,4,6799,1.0,Highly Urban/ Urban
5492,0,13JUN48,51,0,12.75,94160.0,No,310037.0,z_No,M,<High School,z_Blue Collar,31,Private,6600,1,Pickup,no,8136,2,No,0,4613,5.0,Highly Urban/ Urban
5495,0,12FEB70,29,1,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,40,Commercial,9370,10,Sports Car,no,0,0,No,0,3069,1.0,Highly Urban/ Urban
5498,0,28MAR41,58,0,8.0,77297.0,No,280067.0,z_No,M,Bachelors,z_Blue Collar,5,Commercial,7300,4,Pickup,no,3075,4,No,5,4373,1.0,Highly Urban/ Urban
5502,0,12JUL49,50,1,15.0,61138.0,No,198569.0,Yes,M,Masters,Lawyer,16,Private,36330,1,Minivan,no,0,0,No,1,26244,1.0,Highly Urban/ Urban
5503,0,15JUN65,34,0,8.5,39752.0,No,148049.0,z_No,M,Bachelors,z_Blue Collar,40,Commercial,21510,4,Van,no,6025,3,No,2,7680,10.0,Highly Urban/ Urban
5511,0,27APR53,46,0,6.0,77946.0,No,225853.0,Yes,M,z_High School,z_Blue Collar,34,Commercial,17840,3,Van,yes,4002,1,No,1,6471,1.0,Highly Urban/ Urban
5513,0,16MAR50,49,0,12.0,26217.0,No,0.0,z_No,M,Masters,Lawyer,15,Private,12510,6,Minivan,yes,6281,2,No,1,830,16.0,Highly Urban/ Urban
5518,1,17MAR59,40,1,12.0,159889.0,No,412774.0,Yes,z_F,PhD,Doctor,10,Private,24870,4,Sports Car,no,7343,4,No,3,4907,13.0,Highly Urban/ Urban
5519,0,02DEC63,36,0,9.0,55578.0,No,173187.0,Yes,z_F,z_High School,z_Blue Collar,47,Commercial,22230,5,Minivan,no,0,0,No,4,5165,5.0,Highly Urban/ Urban
5522,0,06MAY62,37,0,10.0,55076.0,No,245993.0,Yes,M,z_High School,Clerical,23,Private,16400,4,Van,no,0,0,No,1,6872,1.0,Highly Urban/ Urban
5523,0,19JUL46,53,0,11.0,168419.0,No,0.0,z_No,M,PhD,Lawyer,17,Private,15340,6,Minivan,no,0,0,No,0,4950,15.0,Highly Urban/ Urban
5525,1,16JUL53,46,0,12.999999999999998,83790.0,No,266852.0,Yes,M,Bachelors,Manager,53,Private,16450,6,z_SUV,no,5105,3,No,3,3542,10.0,Highly Urban/ Urban
5532,2,10AUG41,58,2,16.0,46187.0,No,201756.0,Yes,z_F,<High School,z_Blue Collar,27,Private,4090,4,z_SUV,no,0,0,No,0,6425,1.0,Highly Urban/ Urban
5540,1,21OCT57,42,1,10.0,61365.0,No,152143.0,Yes,z_F,Bachelors,Professional,36,Private,14830,10,z_SUV,no,0,0,No,0,1896,13.0,Highly Urban/ Urban
5542,0,01AUG42,57,0,9.0,26222.0,No,165896.0,Yes,M,<High School,Clerical,73,Commercial,23720,11,Panel Truck,yes,4006,1,No,0,3009,1.0,Highly Urban/ Urban
5544,0,07MAY43,56,0,14.0,22881.0,No,174663.0,Yes,M,z_High School,z_Blue Collar,19,Commercial,7100,1,Pickup,yes,995,3,No,3,676,1.0,Highly Urban/ Urban
5548,0,28APR70,29,1,10.0,17984.0,Yes,0.0,z_No,M,z_High School,Clerical,35,Private,13680,7,Minivan,yes,4814,3,No,5,980,1.0,Highly Urban/ Urban
5550,0,10JUN59,40,2,14.0,50401.0,Yes,149910.0,z_No,z_F,z_High School,Clerical,5,Private,1500,6,z_SUV,no,0,0,No,3,3421,7.0,Highly Urban/ Urban
5554,1,23NOV57,42,2,13.0,111014.0,Yes,298205.0,z_No,z_F,Masters,Lawyer,35,Private,1500,6,z_SUV,no,20972,2,Yes,6,1639,17.0,Highly Urban/ Urban
5558,0,20SEP51,48,0,13.0,54028.0,No,193941.0,Yes,z_F,Bachelors,Home Maker,46,Private,6450,1,z_SUV,no,2755,2,No,0,755,7.0,Highly Urban/ Urban
5564,0,22DEC51,48,0,0.0,0.0,No,0.0,z_No,z_F,<High School,Student,26,Private,6200,6,Sports Car,no,0,0,No,4,1550,1.0,Highly Urban/ Urban
5566,0,27DEC48,51,0,11.0,33575.0,No,175923.0,Yes,M,z_High School,z_Blue Collar,44,Commercial,12470,1,Minivan,no,3707,1,Yes,0,6050,7.0,Highly Urban/ Urban
5570,0,23JUL47,52,0,11.0,38806.0,No,202431.0,Yes,M,z_High School,Clerical,69,Commercial,10580,1,Pickup,yes,1552,2,No,3,1213,10.0,Highly Urban/ Urban
5571,0,24JUN53,46,0,0.0,0.0,No,0.0,z_No,z_F,PhD,Home Maker,74,Private,7710,4,z_SUV,no,0,0,No,3,6052,7.0,Highly Urban/ Urban
5572,0,06AUG69,30,5,0.0,0.0,No,0.0,Yes,M,z_High School,Student,6,Commercial,16810,1,Van,no,1975,3,No,8,5428,1.0,Highly Urban/ Urban
5573,0,18NOV77,22,1,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,14,Commercial,9560,4,Minivan,yes,7225,3,No,3,2851,1.0,z_Highly Rural/ Rural
5581,0,24MAY46,53,0,13.0,40383.0,No,203659.0,z_No,M,Masters,Lawyer,27,Private,10490,1,Pickup,no,8424,1,No,5,2389,11.0,Highly Urban/ Urban
5585,1,04JUN54,45,2,11.25,38563.0,Yes,0.0,z_No,z_F,Masters,Lawyer,6,Private,9860,1,Sports Car,no,0,0,Yes,0,2982,11.0,Highly Urban/ Urban
5588,0,07JAN68,31,1,14.0,86794.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,55,Commercial,19910,4,z_SUV,no,4156,1,Yes,2,2772,8.0,Highly Urban/ Urban
5592,0,15NOV54,45,2,12.0,28453.0,No,126662.0,Yes,M,z_High School,Clerical,30,Private,13730,11,Minivan,yes,1150,2,No,5,3930,1.0,Highly Urban/ Urban
5593,0,27AUG57,42,0,7.0,155570.0,No,0.0,z_No,z_F,PhD,Doctor,39,Private,16390,6,z_SUV,no,4601,3,No,0,5013,13.0,Highly Urban/ Urban
5596,1,22MAR58,41,1,12.0,60288.0,No,245089.0,Yes,M,Bachelors,Professional,56,Commercial,28730,4,Panel Truck,yes,0,0,No,6,7513,7.0,Highly Urban/ Urban
5597,0,17NOV68,31,1,13.0,106614.0,No,316309.0,Yes,z_F,z_High School,z_Blue Collar,21,Commercial,15260,7,Minivan,no,5318,3,Yes,2,6519,1.0,Highly Urban/ Urban
5599,0,07APR44,55,0,10.0,40683.0,No,163194.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,5570,13,Sports Car,no,0,0,No,3,6835,9.0,Highly Urban/ Urban
5601,1,18NOV56,43,1,10.5,46436.0,No,175019.0,Yes,z_F,Bachelors,Professional,37,Commercial,25140,4,Pickup,no,5795,3,No,3,1962,14.0,Highly Urban/ Urban
5604,0,08MAY57,42,1,10.0,104560.0,Yes,319400.0,z_No,z_F,Bachelors,Manager,13,Private,17500,4,z_SUV,no,0,0,No,1,980,7.0,Highly Urban/ Urban
5609,0,25DEC47,52,1,14.000000000000002,23766.0,No,173701.0,Yes,M,<High School,Clerical,43,Commercial,8980,7,Pickup,yes,0,0,No,0,5863,6.0,Highly Urban/ Urban
5612,0,25OCT36,63,0,11.0,46814.0,No,113151.5,z_No,z_F,Bachelors,z_Blue Collar,29,Commercial,24660,1,Sports Car,no,43501,1,Yes,2,2797,7.0,Highly Urban/ Urban
5616,0,15JAN71,28,3,14.0,88067.3411567477,No,201709.0,Yes,M,Bachelors,Manager,56,Private,4300,1,Minivan,yes,10658,2,No,3,1494,5.0,Highly Urban/ Urban
5640,0,14MAR60,39,1,9.75,18362.0,Yes,0.0,z_No,M,<High School,z_Blue Collar,34,Commercial,26550,7,Panel Truck,no,8673,3,No,4,5162,1.0,Highly Urban/ Urban
5644,0,05JUL42,57,0,15.0,44108.0,No,0.0,z_No,z_F,z_High School,Student,14,Private,18530,10,z_SUV,no,2056,2,No,0,4904,1.0,Highly Urban/ Urban
5646,0,23FEB60,39,1,0.0,0.0,Yes,113151.5,z_No,z_F,<High School,Student,18,Commercial,5200,14,z_SUV,no,13647,2,No,7,5543,1.0,Highly Urban/ Urban
5653,0,22SEP53,46,0,12.999999999999998,147091.0,No,0.0,z_No,z_F,PhD,z_Blue Collar,57,Commercial,30690,4,Pickup,no,35095,3,Yes,0,2901,19.0,Highly Urban/ Urban
5662,0,07SEP58,41,0,11.0,23250.0,No,158854.0,Yes,z_F,<High School,z_Blue Collar,23,Private,14020,6,Sports Car,no,0,0,No,0,3225,1.0,z_Highly Rural/ Rural
5663,0,29OCT52,47,0,0.0,0.0,No,0.0,z_No,M,<High School,Student,25,Private,6200,9,Pickup,no,25973,1,Yes,0,1305,5.0,Highly Urban/ Urban
5665,0,28FEB39,60,0,15.0,0.0,No,0.0,z_No,z_F,Masters,Home Maker,46,Private,8960,3,z_SUV,no,0,0,Yes,2,16208,10.0,Highly Urban/ Urban
5667,0,25FEB38,61,0,14.0,76875.0,No,0.0,z_No,z_F,Masters,Lawyer,39,Private,17740,10,Sports Car,no,6587,3,No,8,4435,1.0,Highly Urban/ Urban
5668,1,17JUL54,45,2,10.0,108151.0,Yes,0.0,z_No,z_F,Bachelors,Manager,50,Private,12320,11,Minivan,no,4746,2,No,0,5812,1.0,Highly Urban/ Urban
5669,0,30JUL48,51,1,18.0,30531.0,No,122736.0,Yes,z_F,z_High School,z_Blue Collar,48,Commercial,15470,1,z_SUV,no,4874,3,No,5,3561,1.0,Highly Urban/ Urban
5670,0,15SEP52,47,0,7.0,21517.0,No,130812.0,Yes,M,z_High School,Clerical,12,Commercial,8350,10,Pickup,no,7143,2,No,7,2344,1.0,Highly Urban/ Urban
5672,0,24MAR52,47,0,13.0,45431.0,No,192184.0,Yes,M,<High School,z_Blue Collar,45,Commercial,16780,4,Van,no,3809,2,No,5,4430,1.0,Highly Urban/ Urban
5674,0,10APR52,47,0,5.0,48058.0,No,148046.0,Yes,M,Masters,Lawyer,56,Private,19030,6,Van,no,0,0,No,0,7028,18.0,Highly Urban/ Urban
5681,0,21APR52,47,0,10.0,116767.0,No,275218.0,Yes,z_F,Bachelors,Manager,67,Private,34610,1,Minivan,no,0,0,No,1,4155,8.0,Highly Urban/ Urban
5686,0,06MAR64,35,2,11.0,55637.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,38,Commercial,22780,1,Sports Car,no,0,0,No,0,744,1.0,Highly Urban/ Urban
5689,0,06MAY48,51,0,12.0,67452.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,58,Commercial,21600,3,Sports Car,no,4075,3,No,4,5548,5.0,Highly Urban/ Urban
5697,0,26FEB55,44,0,12.0,72030.66344778254,No,271926.0,Yes,M,Bachelors,z_Blue Collar,33,Commercial,20760,1,Minivan,no,0,0,Yes,0,5575,10.0,Highly Urban/ Urban
5698,0,23MAR47,52,0,10.0,72030.66344778254,No,0.0,z_No,M,Bachelors,z_Blue Collar,45,Commercial,20750,10,Van,yes,0,0,Yes,1,5568,5.0,Highly Urban/ Urban
5704,0,31MAR48,51,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Home Maker,5,Private,16760,6,z_SUV,no,0,0,No,1,1618,4.0,Highly Urban/ Urban
5705,0,21JAN49,50,0,12.5,0.0,No,0.0,z_No,z_F,<High School,Student,48,Private,6500,1,Sports Car,no,0,0,No,6,3214,4.0,Highly Urban/ Urban
5707,2,28OCT41,58,3,10.0,125791.0,No,371188.0,Yes,z_F,Masters,Lawyer,45,Private,14680,9,z_SUV,no,8386,2,No,1,1781,18.0,Highly Urban/ Urban
5711,0,03FEB61,38,0,0.0,0.0,No,0.0,Yes,z_F,Bachelors,Student,29,Commercial,5300,1,Sports Car,no,8080,1,Yes,5,709,11.0,Highly Urban/ Urban
5713,0,18JUL54,45,2,12.999999999999998,14604.0,Yes,114676.0,z_No,z_F,<High School,Clerical,52,Private,7460,16,z_SUV,no,9543,3,No,9,3556,1.0,Highly Urban/ Urban
5720,0,28OCT62,37,2,15.0,42758.0,No,113151.5,Yes,z_F,z_High School,z_Blue Collar,24,Commercial,9480,10,z_SUV,no,1432,3,No,0,1808,11.0,Highly Urban/ Urban
5722,1,15SEP55,44,3,13.0,216412.0,No,495325.0,Yes,M,PhD,z_Blue Collar,40,Commercial,28770,1,Panel Truck,no,1312,3,No,0,5349,18.0,Highly Urban/ Urban
5724,0,17OCT67,32,1,9.0,89286.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,4700,6,Sports Car,no,0,0,Yes,1,4376,9.0,Highly Urban/ Urban
5732,0,22NOV50,49,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,30,Commercial,10940,1,Pickup,yes,0,0,No,0,1710,12.0,z_Highly Rural/ Rural
5733,0,15OCT39,60,3,17.0,6104.0,No,0.0,Yes,z_F,Bachelors,Student,31,Commercial,8540,1,z_SUV,no,0,0,No,0,4566,7.0,z_Highly Rural/ Rural
5741,1,18JUN55,44,1,11.0,27052.0,Yes,0.0,z_No,z_F,z_High School,Clerical,15,Private,8610,6,Sports Car,no,4321,3,No,8,865,3.0,Highly Urban/ Urban
5743,0,26FEB56,43,0,11.0,40791.0,No,197873.0,Yes,M,z_High School,Clerical,7,Commercial,9480,4,Pickup,yes,3507,2,No,1,1942,1.0,Highly Urban/ Urban
5754,0,28JUL53,46,0,7.0,82149.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,19,Commercial,19980,7,Van,yes,8054,2,No,0,8000,10.0,Highly Urban/ Urban
5759,0,14MAR66,33,2,10.0,93258.0,No,291200.0,Yes,M,Bachelors,Professional,66,Commercial,20120,9,Van,no,5480,4,No,1,4538,7.0,Highly Urban/ Urban
5763,2,21APR57,42,3,9.0,65598.0,No,113151.5,Yes,M,Masters,Manager,35,Commercial,5700,1,Pickup,no,4332,1,No,4,24591,10.0,Highly Urban/ Urban
5764,0,12DEC63,36,0,12.0,88067.3411567477,No,223333.0,z_No,M,PhD,Manager,61,Private,13230,6,Minivan,yes,4292,3,No,4,3649,7.0,Highly Urban/ Urban
5769,0,24MAY56,43,0,6.0,86530.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,54,Commercial,15490,6,Sports Car,no,2441,2,No,0,3896,13.0,Highly Urban/ Urban
5782,0,14FEB55,44,0,11.0,27222.0,No,0.0,z_No,M,<High School,z_Blue Collar,25,Commercial,8620,1,Pickup,yes,0,0,No,1,5800,1.0,z_Highly Rural/ Rural
5785,0,06APR45,54,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Student,38,Commercial,7180,6,Sports Car,no,19036,2,Yes,4,4046,5.0,z_Highly Rural/ Rural
5793,0,08NOV64,35,1,12.0,8701.0,No,80364.0,Yes,M,Masters,Professional,28,Private,6050,10,Pickup,yes,23176,1,No,6,5913,17.0,Highly Urban/ Urban
5794,0,07DEC42,57,0,13.0,33193.0,No,149500.0,Yes,M,z_High School,z_Blue Collar,40,Commercial,11480,4,Pickup,no,4196,2,No,1,5089,1.0,Highly Urban/ Urban
5796,1,22JAN46,53,1,0.0,0.0,No,113151.5,Yes,z_F,<High School,Student,8,Private,1700,7,Sports Car,no,4543,2,No,4,6931,1.0,Highly Urban/ Urban
5805,0,10NOV50,49,0,7.999999999999999,39490.0,No,175057.0,z_No,z_F,z_High School,Professional,61,Private,5450,1,z_SUV,no,0,0,No,0,5871,1.0,z_Highly Rural/ Rural
5810,0,28MAY60,39,0,9.75,33667.89347536618,No,212190.0,Yes,M,Bachelors,Clerical,15,Commercial,22120,4,Van,yes,654,3,No,3,52063,11.0,Highly Urban/ Urban
5812,0,30AUG63,36,2,12.0,24612.0,No,113151.5,Yes,z_F,Bachelors,Clerical,36,Private,6580,1,Sports Car,no,21939,2,Yes,1,7893,8.0,Highly Urban/ Urban
5816,1,30JAN61,38,1,13.0,7443.0,No,113151.5,Yes,M,<High School,Student,21,Commercial,6040,4,Pickup,yes,0,0,No,1,5803,1.0,Highly Urban/ Urban
5817,0,13JUL52,47,0,11.75,82992.0,No,231457.0,Yes,z_F,Masters,Manager,47,Private,9800,1,z_SUV,no,38649,3,No,7,3779,1.0,Highly Urban/ Urban
5818,0,28MAY49,50,0,11.0,68517.0,No,0.0,z_No,M,Masters,z_Blue Collar,52,Commercial,26290,6,Panel Truck,yes,0,0,No,0,1361,12.0,Highly Urban/ Urban
5820,0,30JAN64,35,0,9.0,26048.0,No,0.0,z_No,M,z_High School,Clerical,42,Commercial,28370,4,Panel Truck,yes,0,0,No,3,16652,1.0,Highly Urban/ Urban
5821,0,20MAR64,35,1,6.0,17972.0,No,109056.0,Yes,M,<High School,Clerical,35,Private,14050,7,Minivan,yes,6890,3,No,4,1050,1.0,Highly Urban/ Urban
5823,0,19JAN49,50,0,7.000000000000001,50899.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,55,Commercial,11590,10,z_SUV,no,0,0,No,3,27521,1.0,Highly Urban/ Urban
5824,0,04JUN56,43,0,10.0,61206.0,No,113151.5,z_No,M,Bachelors,Manager,32,Commercial,24450,1,Panel Truck,yes,4752,1,No,2,5019,1.0,Highly Urban/ Urban
5830,0,31JUL46,53,0,12.0,46979.0,No,212163.0,z_No,M,z_High School,z_Blue Collar,24,Commercial,4580,10,Minivan,yes,5011,2,No,1,8446,9.0,Highly Urban/ Urban
5831,0,02JUN61,38,2,8.0,47366.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,66,Commercial,6240,1,z_SUV,no,0,0,No,1,1804,6.0,Highly Urban/ Urban
5833,0,01AUG46,53,0,0.0,12393.16305732484,No,136780.0,Yes,z_F,z_High School,Home Maker,46,Private,7100,13,z_SUV,no,0,0,No,1,8441,7.0,Highly Urban/ Urban
5835,0,26AUG46,53,0,0.0,0.0,No,74945.0,Yes,z_F,z_High School,Home Maker,56,Private,1500,4,z_SUV,no,0,0,No,0,2986,1.0,Highly Urban/ Urban
5836,0,07APR54,45,1,10.0,102765.0,Yes,0.0,z_No,z_F,Masters,Lawyer,43,Private,18150,1,Minivan,no,5796,2,No,0,5791,17.0,Highly Urban/ Urban
5840,0,09JUL54,45,0,9.0,61710.0,No,255337.0,Yes,M,Bachelors,Professional,34,Commercial,9040,6,Pickup,yes,0,0,No,0,6022,11.0,Highly Urban/ Urban
5841,0,08AUG56,43,0,10.0,97953.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,43,Commercial,13080,1,Minivan,no,6748,3,No,0,2747,7.0,Highly Urban/ Urban
5847,0,30SEP71,28,1,7.0,21970.0,Yes,0.0,z_No,M,<High School,z_Blue Collar,60,Private,7950,10,Pickup,no,2004,3,No,3,9059,6.0,Highly Urban/ Urban
5852,0,09FEB45,54,0,12.0,64423.0,No,216645.0,z_No,M,PhD,Doctor,20,Private,17350,1,Van,yes,0,0,No,0,3591,16.0,Highly Urban/ Urban
5854,0,15JUN52,47,0,0.0,0.0,No,84486.0,z_No,z_F,Bachelors,Home Maker,32,Private,8140,10,Sports Car,no,41175,2,Yes,3,13720,1.0,Highly Urban/ Urban
5857,0,27MAR52,47,0,10.0,119454.0,No,0.0,z_No,z_F,Masters,z_Blue Collar,23,Commercial,27530,1,Pickup,no,0,0,Yes,0,2667,14.0,Highly Urban/ Urban
5865,0,09JAN58,41,2,16.0,35636.0,No,150462.0,Yes,z_F,z_High School,Clerical,42,Private,15120,6,Sports Car,no,5358,1,No,7,2219,1.0,Highly Urban/ Urban
5866,0,16AUG72,27,0,10.0,25564.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,26,Private,9070,6,z_SUV,no,0,0,No,2,20264,1.0,Highly Urban/ Urban
5868,0,29JUN43,56,0,14.0,54286.0,No,0.0,z_No,M,z_High School,z_Blue Collar,52,Commercial,10040,1,Pickup,yes,6216,1,No,4,5487,7.0,Highly Urban/ Urban
5872,0,08FEB47,52,0,13.0,18426.0,No,137473.0,z_No,M,<High School,Clerical,14,Private,8540,6,Pickup,no,3653,1,No,2,1745,1.0,Highly Urban/ Urban
5875,0,07SEP53,46,0,12.0,28996.0,No,137891.0,z_No,z_F,z_High School,Clerical,60,Private,9200,4,Minivan,no,0,0,No,1,6639,9.0,Highly Urban/ Urban
5877,0,07JUL63,36,3,19.0,34658.0,No,191264.0,Yes,z_F,z_High School,z_Blue Collar,25,Commercial,8290,6,z_SUV,no,30192,1,Yes,7,5984,1.0,Highly Urban/ Urban
5887,2,14FEB60,39,2,12.0,46674.0,Yes,200479.0,z_No,z_F,Bachelors,Professional,42,Private,12330,16,z_SUV,no,652,2,No,0,5505,7.0,Highly Urban/ Urban
5889,0,11JAN42,57,2,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Home Maker,38,Private,7200,1,z_SUV,no,0,0,No,1,1907,8.0,Highly Urban/ Urban
5890,0,14APR68,31,1,12.0,33782.0,Yes,0.0,z_No,z_F,z_High School,Clerical,17,Private,4600,6,Sports Car,no,0,0,No,0,4259,5.0,Highly Urban/ Urban
5891,0,16MAR81,18,0,0.0,0.0,No,0.0,Yes,z_F,z_High School,Home Maker,52,Private,9970,1,z_SUV,yes,14140,3,No,7,3274,7.0,Highly Urban/ Urban
5892,0,06DEC60,39,0,10.0,44809.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,26,Private,9780,6,z_SUV,no,0,0,No,0,2288,8.0,Highly Urban/ Urban
5898,0,30APR76,23,3,12.0,14307.0,No,119409.0,Yes,M,Bachelors,Clerical,49,Private,2930,3,Minivan,no,0,0,No,4,4018,1.0,Highly Urban/ Urban
5899,0,10JUL79,20,0,10.0,38681.0,No,0.0,z_No,z_F,Bachelors,Professional,64,Private,17010,9,z_SUV,yes,30646,1,Yes,10,17367,10.0,Highly Urban/ Urban
5905,0,24SEP67,32,1,9.0,42018.0,No,124856.0,Yes,z_F,Bachelors,Professional,12,Private,18600,8,z_SUV,no,0,0,No,4,4746,8.0,Highly Urban/ Urban
5907,0,12FEB61,38,0,10.0,33667.89347536618,No,0.0,z_No,z_F,z_High School,Clerical,29,Private,11310,1,z_SUV,no,0,0,Yes,1,4656,1.0,Highly Urban/ Urban
5909,0,24MAY64,35,2,11.0,47643.0,No,150050.0,Yes,z_F,z_High School,Clerical,34,Private,5000,6,z_SUV,no,7165,2,No,0,4326,1.0,Highly Urban/ Urban
5913,0,25DEC57,42,0,11.0,96813.0,No,279879.0,Yes,M,Bachelors,Professional,14,Commercial,24300,1,Panel Truck,yes,10764,2,No,3,6346,7.0,Highly Urban/ Urban
5919,1,16FEB58,41,2,14.000000000000002,290846.0,No,682634.0,Yes,z_F,Masters,Manager,41,Commercial,43280,6,Panel Truck,no,4422,2,No,0,2908,18.0,Highly Urban/ Urban
5922,0,11NOV55,44,0,12.0,40711.0,No,128970.0,Yes,M,Bachelors,Clerical,33,Private,12250,6,Minivan,yes,0,0,No,0,6389,8.0,Highly Urban/ Urban
5923,0,25JAN68,31,1,12.0,31476.0,Yes,121092.0,z_No,z_F,<High School,Clerical,45,Private,7750,10,z_SUV,no,0,0,No,0,3615,1.0,Highly Urban/ Urban
5927,0,21NOV64,35,4,13.0,54488.0,No,216444.0,Yes,z_F,z_High School,z_Blue Collar,34,Commercial,13360,1,z_SUV,no,4470,4,No,0,5301,1.0,Highly Urban/ Urban
5928,0,30MAR46,53,0,14.0,49636.0,No,158951.0,Yes,M,z_High School,z_Blue Collar,23,Commercial,8670,10,Minivan,yes,0,0,No,0,3595,1.0,Highly Urban/ Urban
5929,1,26JUL63,36,2,11.0,43680.0,No,164455.0,Yes,z_F,z_High School,z_Blue Collar,17,Commercial,10220,1,z_SUV,no,6121,2,No,0,3116,6.0,Highly Urban/ Urban
5930,0,02OCT51,48,0,0.0,0.0,No,127576.0,Yes,z_F,z_High School,Home Maker,30,Private,6300,4,z_SUV,no,0,0,No,0,3611,9.0,Highly Urban/ Urban
5931,0,30OCT59,40,2,15.0,74402.0,No,247416.0,Yes,M,z_High School,z_Blue Collar,43,Commercial,8940,1,Pickup,no,2712,2,No,2,5558,7.0,Highly Urban/ Urban
5935,0,08JUL77,22,2,13.0,11047.0,Yes,0.0,z_No,z_F,<High School,Clerical,47,Private,18770,1,z_SUV,no,6996,1,No,0,5238,8.0,Highly Urban/ Urban
5945,0,16JUN39,60,3,17.0,35092.0,No,113151.5,Yes,M,Masters,Professional,54,Commercial,20580,11,Van,yes,2601,1,No,0,1828,13.0,Highly Urban/ Urban
5951,0,01MAR51,48,0,13.0,24713.0,No,113151.5,Yes,z_F,<High School,Clerical,11,Commercial,23550,1,Pickup,no,0,0,Yes,1,4635,4.0,Highly Urban/ Urban
5952,0,05OCT62,37,1,11.0,73941.0,Yes,265035.0,z_No,z_F,Bachelors,Manager,6,Private,5200,10,Sports Car,no,7372,3,No,4,1929,10.0,Highly Urban/ Urban
